UserID,Taken_product,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page
1002666,No,367.0,iOS and Android,28315.0,1,3,Financial,,15379,4,No,14,No,1,0,23
1002667,No,307.0,iOS and Android,42210.0,23,2,Financial,80.0,7082,3,Yes,16,No,4,0,21
1002668,No,150.0,iOS and Android,25445.0,1,1,Financial,54.0,2728,1,No,11,No,1,0,2
1002669,No,247.0,Android,18550.0,16,3,Financial,36.0,5368,1,Yes,25,Yes,3,1,7
1002670,No,270.0,iOS and Android,,26,4,Financial,80.0,5347,6,No,14,No,2,2,10
1002671,No,330.0,iOS and Android,18480.0,1,3,Financial,44.0,3195,4,Yes,18,No,1,3,8
1002672,Yes,,iOS and Android,46200.0,1,1,Medical,93.0,3989,1,Yes,11,No,1,0,5
1002673,No,285.0,iOS and Android,52325.0,1,2,Medical,87.0,3306,7,No,19,No,4,1,7
1002674,No,397.0,iOS and Android,,24,4,Medical,48.0,7005,3,No,15,No,3,0,11
1002675,Yes,360.0,iOS,24780.0,1,2,Medical,95.0,2655,2,Yes,11,No,3,2,19
1002676,Yes,240.0,iOS and Android,44065.0,1,4,Financial,95.0,1393,1,No,12,No,1,0,1
1002677,No,195.0,Android,27510.0,1,3,Medical,76.0,2570,1,No,20,Yes,3,0,7
1002678,No,412.0,iOS and Android,50435.0,22,3,Entertainment,94.0,3537,5,No,12,No,4,1,8
1002679,No,255.0,iOS and Android,40495.0,1,2,Medical,57.0,3986,1,No,14,No,3,1,15
1002680,No,450.0,iOS and Android,12950.0,1,4,Medical,92.0,10883,3,No,20,Yes,3,1,19
1002681,No,247.0,iOS and Android,9345.0,21,3,Medical,79.0,2028,1,No,18,No,4,3,14
1002682,No,277.0,iOS,44730.0,1,4,Medical,31.0,9525,1,No,14,No,3,2,6
1002683,No,255.0,iOS and Android,23730.0,19,3,Financial,35.0,2929,1,No,12,No,2,0,10
1002684,Yes,,iOS and Android,14945.0,1,3,Financial,99.0,2275,1,1,21,Yes,2,1,3
1002685,No,330.0,iOS and Android,32235.0,1,3,Financial,96.0,7879,1,1,19,No,2,1,9
1002686,No,262.0,iOS,5110.0,1,4,Medical,79.0,4930,0,Yes,14,No,3,0,6
1002687,No,322.0,iOS and Android,41265.0,1,3,Medical,73.0,7847,1,1,17,No,1,1,10
1002688,No,180.0,iOS and Android,20335.0,1,3,Medical,62.0,4401,1,No,16,No,4,1,5
1002689,No,307.0,iOS and Android,32130.0,1,3,Social media,35.0,9241,1,No,12,No,2,0,10
1002690,No,217.0,iOS and Android,37870.0,1,4,Medical,43.0,2974,9,No,17,No,3,1,9
1002691,No,270.0,iOS and Android,18550.0,1,4,Financial,51.0,4502,3,No,15,No,3,0,17
1002692,No,,Android,43330.0,1,1,Financial,74.0,10748,3,No,23,Yes,4,1,25
1002693,Yes,180.0,iOS and Android,8400.0,22,1,Tour  Travel,58.0,1555,1,No,11,No,3,1,1
1002694,Yes,352.0,iOS,38255.0,1,3,Financial,82.0,12936,7,No,11,No,3,0,25
1002695,No,195.0,iOS and Android,13650.0,17,4,Medical,62.0,2305,1,No,15,No,3,3,3
1002696,No,,iOS and Android,35175.0,28,2,Entertainment,48.0,16704,1,No,11,No,3,0,21
1002697,No,240.0,iOS,20475.0,10,3,Financial,56.0,3433,6,No,13,No,1,1,10
1002698,No,232.0,iOS and Android,25935.0,1,4,Financial,69.0,3477,1,No,14,No,4,1,6
1002699,No,307.0,Android,19320.0,1,3,Tour  Travel,60.0,6430,6,No,19,No,2,1,10
1002700,No,300.0,iOS and Android,12915.0,1,2,Financial,92.0,6516,2,Yes,16,No,2,1,18
1002701,No,180.0,iOS and Android,17710.0,29,1,Medical,91.0,3907,1,No,13,No,2,3,6
1002702,No,345.0,iOS and Android,25095.0,13,4,Financial,34.0,5562,6,No,14,No,4,0,19
1002703,No,262.0,iOS and Android,47950.0,27,4,Financial,49.0,6883,2,No,16,No,2,1,17
1002704,No,225.0,iOS and Android,27755.0,16,1,Financial,33.0,2862,1,No,12,No,2,1,10
1002705,No,352.0,Android,19005.0,1,4,Social media,87.0,4978,7,No,11,No,4,1,4
1002706,No,345.0,iOS and Android,44695.0,1,3,Financial,74.0,10368,4,Yes,12,No,2,1,13
1002707,Yes,270.0,iOS and Android,50960.0,13,5,Social media,96.0,6134,5,Yes,13,No,2,3,16
1002708,Yes,240.0,iOS and Android,33740.0,1,2,Financial,34.0,6735,6,No,15,No,2,0,10
1002709,No,,iOS and Android,,1,1,Medical,51.0,3295,1,No,13,No,3,0,3
1002710,No,232.0,iOS,5705.0,24,1,Entertainment,3.0,5238,2,No,20,Yes,4,0,9
1002711,No,292.0,Android,27720.0,1,3,Financial,77.0,6472,1,Yes,15,No,4,1,9
1002712,No,240.0,iOS and Android,12985.0,19,3,Financial,80.0,9610,3,No,13,No,3,1,10
1002713,No,300.0,iOS and Android,21385.0,1,4,Medical,88.0,19833,1,No,14,No,2,0,21
1002714,No,,iOS and Android,6160.0,1,3,Financial,,9756,4,No,21,Yes,3,2,9
1002715,No,225.0,iOS,45920.0,1,4,Entertainment,78.0,4968,0,No,16,No,4,0,10
1002716,No,180.0,iOS,31395.0,10,3,Medical,59.0,2145,0,No,14,No,4,1,3
1002717,Yes,225.0,iOS,21000.0,1,3,Tour  Travel,66.0,2180,6,No,11,No,3,1,6
1002718,No,232.0,iOS and Android,35105.0,1,3,Entertainment,51.0,8346,1,No,19,No,3,1,6
1002719,No,202.0,iOS and Android,36890.0,1,3,Medical,67.0,3445,1,No,11,No,3,0,6
1002720,Yes,217.0,iOS and Android,14980.0,1,3,Social media,52.0,2760,1,No,13,No,3,0,2
1002721,No,217.0,iOS,16135.0,1,3,Financial,70.0,6294,8,Yes,12,No,4,0,10
1002722,No,225.0,iOS and Android,34265.0,,2,Social media,94.0,7140,2,No,11,No,1,1,12
1002723,No,255.0,iOS and Android,6335.0,,4,Medical,97.0,2932,0,Yes,14,No,1,3,6
1002724,No,247.0,Android,44905.0,1,3,Social media,62.0,5147,8,No,15,No,4,0,13
1002725,No,367.0,iOS and Android,45955.0,11,4,Social media,80.0,4507,3,No,12,No,3,0,8
1002726,Yes,247.0,iOS and Android,,16,3,Financial,74.0,8564,2,Yes,20,Yes,3,0,11
1002727,No,285.0,iOS,20790.0,1,2,Medical,75.0,2468,4,No,14,No,2,1,9
1002728,Yes,232.0,iOS and Android,37765.0,16,4,Social media,70.0,8161,2,No,13,No,1,3,10
1002729,No,217.0,iOS and Android,20650.0,1,3,Entertainment,91.0,2109,1,0,13,No,3,1,1
1002730,No,225.0,iOS and Android,10675.0,16,3,Financial,58.0,5294,3,No,16,No,3,1,10
1002731,No,240.0,Android,33355.0,1,4,Entertainment,65.0,2718,2,No,14,No,2,0,12
1002732,No,285.0,iOS and Android,29155.0,18,3,Medical,60.0,5811,3,Yes,16,No,3,1,15
1002733,Yes,322.0,iOS,28245.0,17,3,Entertainment,38.0,2437,9,Yes,16,No,4,1,6
1002734,No,,iOS and Android,29925.0,12,3,Medical,57.0,2766,8,No,22,Yes,2,3,7
1002735,No,412.0,iOS and Android,16730.0,1,3,Medical,60.0,19038,8,No,12,No,2,3,34
1002736,No,247.0,Android,27125.0,1,3,Entertainment,90.0,3055,5,No,15,No,4,2,11
1002737,No,307.0,iOS and Android,19180.0,1,4,Financial,94.0,2289,1,No,20,Yes,2,2,5
1002738,No,255.0,Android,48125.0,10,3,Financial,87.0,4001,1,1,14,No,3,1,15
1002739,No,397.0,Android,23135.0,1,4,Medical,60.0,12965,4,1,20,Yes,4,3,27
1002740,No,322.0,iOS and Android,8540.0,1,3,Financial,97.0,3539,0,No,13,No,2,0,10
1002741,No,255.0,iOS and Android,17885.0,1,2,Financial,32.0,6029,5,No,12,No,1,0,6
1002742,Yes,157.0,iOS and Android,11795.0,1,1,Social media,31.0,2679,1,No,13,No,2,0,1
1002743,No,285.0,iOS and Android,40355.0,1,2,Other,40.0,3702,1,No,11,No,2,1,5
1002744,Yes,165.0,iOS and Android,45290.0,1,1,Medical,79.0,2398,1,Yes,17,No,3,0,1
1002745,No,232.0,iOS and Android,6860.0,29,4,Social media,91.0,5468,1,0,14,No,1,2,13
1002746,No,382.0,iOS and Android,32970.0,1,3,Entertainment,53.0,13116,2,No,11,No,4,0,15
1002747,No,277.0,iOS and Android,20615.0,1,2,Social media,46.0,4189,1,No,14,No,1,2,5
1002748,No,345.0,iOS and Android,25690.0,1,4,Medical,46.0,19328,7,Yes,17,No,3,1,24
1002749,No,270.0,iOS and Android,48405.0,10,3,Financial,90.0,8321,7,Yes,13,No,4,1,15
1002750,Yes,330.0,iOS,15015.0,1,2,Medical,99.0,2342,1,Yes,12,No,3,3,6
1002751,No,277.0,iOS and Android,43365.0,1,2,Other,89.0,4071,2,0,13,No,3,0,19
1002752,Yes,262.0,iOS and Android,10605.0,27,3,Financial,84.0,5813,1,Yes,18,No,4,0,10
1002753,No,247.0,iOS and Android,30345.0,1,4,Financial,90.0,3143,6,No,19,No,2,1,14
1002754,No,210.0,iOS and Android,41335.0,1,3,Financial,82.0,2044,1,No,11,No,3,1,5
1002755,No,292.0,iOS and Android,43855.0,10,1,Medical,65.0,13464,7,No,21,Yes,3,0,9
1002756,No,345.0,Android,29715.0,26,2,Financial,98.0,7991,8,No,15,No,3,0,6
1002757,No,300.0,iOS and Android,21560.0,1,2,Financial,99.0,3377,4,No,17,No,4,1,7
1002758,No,,iOS and Android,39480.0,13,3,Medical,95.0,5538,5,No,18,No,3,2,10
1002759,No,262.0,Android,41300.0,1,2,Medical,90.0,5762,2,No,14,No,3,1,15
1002760,No,285.0,Android,,1,3,Tour  Travel,100.0,2592,5,No,13,No,4,3,13
1002761,Yes,255.0,iOS,8190.0,1,4,Financial,93.0,5346,4,No,17,No,3,1,11
1002762,Yes,277.0,iOS and Android,12950.0,10,4,Medical,,4213,1,No,15,No,2,0,10
1002763,No,292.0,iOS,26810.0,20,3,Financial,83.0,4127,2,No,18,No,4,1,7
1002764,No,322.0,Android,12005.0,1,3,Financial,52.0,2438,4,No,13,No,3,0,7
1002765,No,307.0,iOS and Android,15645.0,1,3,Financial,85.0,6870,3,No,12,No,1,0,11
1002766,No,307.0,iOS and Android,27860.0,1,1,Social media,81.0,10447,0,Yes,13,No,4,1,23
1002767,No,225.0,iOS and Android,38220.0,10,3,Medical,64.0,9667,9,No,14,No,2,0,9
1002768,Yes,195.0,iOS and Android,32200.0,20,2,Medical,69.0,2148,0,Yes,11,No,3,0,6
1002769,Yes,345.0,iOS and Android,9135.0,21,2,Medical,66.0,8926,4,No,22,Yes,4,1,13
1002770,No,300.0,iOS and Android,41790.0,1,3,Financial,52.0,6513,4,No,17,No,4,1,12
1002771,No,255.0,iOS and Android,,1,2,Entertainment,92.0,6799,1,No,21,Yes,3,2,10
1002772,No,435.0,Android,12250.0,1,3,Medical,52.0,16291,4,No,22,Yes,4,1,37
1002773,No,262.0,iOS and Android,6475.0,23,4,Medical,91.0,2705,0,No,16,No,2,1,6
1002774,No,352.0,,35035.0,1,3,Financial,92.0,10333,8,Yes,12,No,3,1,28
1002775,No,300.0,iOS and Android,26250.0,12,3,Financial,47.0,4448,2,No,12,No,2,1,15
1002776,No,405.0,iOS and Android,15085.0,1,4,Medical,68.0,6854,4,No,15,No,2,1,14
1002777,No,232.0,iOS,39375.0,1,4,Social media,68.0,9637,2,No,14,No,4,2,9
1002778,No,210.0,iOS and Android,42595.0,1,3,Medical,67.0,3591,1,No,25,Yes,3,1,3
1002779,No,285.0,iOS and Android,25305.0,1,4,Social media,77.0,5405,2,Yes,20,Yes,1,2,20
1002780,No,195.0,iOS and Android,20020.0,10,3,Medical,46.0,4684,1,No,13,No,1,0,5
1002781,No,435.0,iOS,42560.0,15,4,Financial,87.0,15787,2,Yes,14,No,2,0,23
1002782,No,135.0,Android,50085.0,14,3,Medical,33.0,1514,1,No,16,No,3,0,0
1002783,Yes,232.0,iOS and Android,,18,5,Tour  Travel,89.0,2956,0,No,17,No,3,0,2
1002784,Yes,217.0,iOS and Android,12250.0,13,3,Tour  Travel,56.0,2335,4,Yes,15,No,4,3,4
1002785,No,,Android,20615.0,1,4,Financial,67.0,5154,4,No,22,Yes,2,2,10
1002786,No,270.0,iOS and Android,15050.0,1,4,Other,,6962,4,Yes,22,Yes,4,1,15
1002787,No,322.0,iOS,49770.0,1,4,Financial,92.0,5675,1,No,20,Yes,3,1,7
1002788,No,202.0,iOS,45395.0,1,2,Financial,53.0,2379,0,Yes,14,No,3,0,6
1002789,No,217.0,iOS,20090.0,20,1,Medical,40.0,3812,1,No,13,No,2,0,11
1002790,No,240.0,iOS,46130.0,10,4,Social media,79.0,4648,8,No,13,No,3,0,4
1002791,No,,Android,12425.0,10,4,Entertainment,38.0,2936,3,No,22,Yes,2,2,10
1002792,No,352.0,iOS and Android,7245.0,1,4,Financial,64.0,2105,4,No,12,No,3,0,7
1002793,No,345.0,iOS and Android,24710.0,1,2,Financial,82.0,8578,3,No,14,No,3,1,12
1002794,No,210.0,Android,9800.0,1,2,Financial,43.0,2706,1,No,15,No,2,1,3
1002795,No,217.0,iOS and Android,25410.0,29,1,Financial,93.0,6384,8,No,17,No,4,2,11
1002796,No,,iOS and Android,39970.0,1,3,Financial,81.0,3968,4,No,13,No,4,0,8
1002797,Yes,240.0,iOS and Android,14490.0,1,4,Social media,82.0,9907,7,Yes,12,No,3,0,7
1002798,No,345.0,iOS and Android,46165.0,1,3,Entertainment,45.0,13225,2,No,12,No,4,1,25
1002799,No,202.0,iOS and Android,25480.0,23,1,Medical,36.0,3540,1,0,21,Yes,4,1,9
1002800,No,217.0,iOS and Android,12320.0,1,1,Medical,87.0,2804,1,0,11,No,4,0,1
1002801,No,322.0,iOS and Android,28805.0,1,3,Medical,81.0,19392,7,No,13,No,4,0,21
1002802,No,360.0,iOS and Android,42840.0,10,3,Financial,91.0,19665,4,No,12,No,4,0,29
1002803,Yes,217.0,iOS,16065.0,24,2,Financial,73.0,2439,1,Yes,24,Yes,2,0,1
1002804,Yes,345.0,iOS and Android,43890.0,10,3,Financial,64.0,7314,5,No,21,Yes,3,3,14
1002805,No,202.0,iOS,39585.0,15,3,Financial,77.0,4774,0,No,19,No,4,1,8
1002806,No,292.0,iOS and Android,29225.0,19,4,Other,41.0,3902,8,No,14,No,2,3,7
1002807,No,412.0,iOS and Android,29260.0,1,4,Entertainment,98.0,2662,8,No,20,Yes,2,1,19
1002808,No,210.0,iOS and Android,41020.0,1,3,Medical,78.0,2856,1,No,19,No,4,1,1
1002809,Yes,225.0,iOS and Android,33075.0,1,3,Medical,89.0,1081,1,No,13,No,3,0,1
1002810,Yes,165.0,iOS and Android,13685.0,1,1,Financial,,2472,1,Yes,23,Yes,1,0,1
1002811,No,270.0,iOS and Android,44310.0,10,4,Entertainment,63.0,5673,1,Yes,13,No,1,1,10
1002812,No,232.0,iOS and Android,10885.0,20,3,Financial,89.0,4197,1,No,11,No,1,1,10
1002813,No,255.0,iOS and Android,51800.0,1,3,Financial,64.0,9713,2,Yes,13,No,4,3,9
1002814,No,217.0,iOS and Android,20720.0,1,3,Financial,59.0,2062,3,No,14,No,2,0,11
1002815,No,277.0,iOS and Android,27405.0,1,4,Medical,78.0,4284,5,Yes,22,Yes,3,1,16
1002816,No,262.0,iOS and Android,7665.0,16,2,Other,44.0,4788,0,Yes,11,No,4,0,4
1002817,No,,iOS and Android,19460.0,25,2,Financial,93.0,5906,0,No,13,No,4,2,10
1002818,No,270.0,iOS,42455.0,1,1,Tour  Travel,94.0,3886,1,No,21,Yes,4,0,10
1002819,No,300.0,iOS and Android,39795.0,1,4,Financial,98.0,16823,2,No,11,No,1,1,22
1002820,No,195.0,iOS and Android,16870.0,1,2,Financial,90.0,2933,1,Yes,13,No,3,1,1
1002821,No,202.0,iOS and Android,17885.0,1,2,Medical,89.0,6500,0,No,14,No,2,0,9
1002822,No,360.0,iOS,4095.0,22,3,Medical,58.0,17174,3,No,11,No,2,1,24
1002823,No,330.0,iOS and Android,5950.0,1,4,Financial,78.0,5033,2,No,15,No,4,1,10
1002824,Yes,255.0,Android,33845.0,16,4,Entertainment,85.0,2307,1,Yes,23,Yes,2,1,5
1002825,Yes,,iOS and Android,40670.0,24,2,Financial,97.0,2587,1,No,16,No,4,0,5
1002826,No,270.0,iOS and Android,11725.0,17,2,Social media,33.0,5507,2,No,16,No,3,2,12
1002827,No,307.0,iOS and Android,11795.0,1,3,Social media,54.0,4393,5,No,21,Yes,3,1,14
1002828,No,,iOS and Android,48860.0,1,3,Medical,83.0,13348,9,No,13,No,2,1,18
1002829,No,232.0,iOS and Android,37765.0,10,2,Medical,86.0,6583,2,Yes,11,No,4,1,8
1002830,No,255.0,iOS and Android,25725.0,1,1,Medical,75.0,8103,3,Yes,12,No,3,0,9
1002831,No,232.0,iOS and Android,16485.0,1,3,Medical,62.0,3978,8,No,12,No,2,1,4
1002832,No,195.0,iOS,38360.0,1,3,Other,61.0,2544,0,No,18,No,1,1,8
1002833,No,,iOS,45395.0,1,4,Medical,44.0,5399,4,No,12,No,3,0,12
1002834,No,247.0,iOS and Android,7595.0,10,4,Social media,,5487,1,No,14,No,2,0,10
1002835,No,210.0,iOS,27405.0,1,2,Financial,42.0,6834,1,Yes,12,No,3,1,7
1002836,Yes,217.0,iOS,26110.0,24,3,Entertainment,45.0,1091,1,No,17,No,4,0,1
1002837,No,292.0,Android,43785.0,21,4,Financial,32.0,5736,6,No,19,No,3,1,10
1002838,No,202.0,iOS and Android,47390.0,1,4,Entertainment,41.0,2226,1,No,11,No,3,1,6
1002839,No,255.0,iOS,25725.0,22,4,Other,86.0,5747,1,Yes,15,No,2,0,16
1002840,Yes,210.0,iOS and Android,51625.0,13,2,Social media,84.0,9854,3,Yes,11,No,4,0,6
1002841,No,352.0,Android,40915.0,14,4,Entertainment,64.0,5467,8,No,18,No,3,1,16
1002842,No,,iOS and Android,50505.0,,5,Social media,89.0,5380,4,No,16,No,3,1,6
1002843,No,292.0,iOS and Android,30345.0,1,2,Medical,87.0,5151,1,No,25,Yes,4,1,10
1002844,No,285.0,iOS,48790.0,1,3,Medical,58.0,2133,1,Yes,16,No,3,1,20
1002845,No,435.0,iOS and Android,21175.0,21,3,Financial,72.0,17875,4,Yes,13,No,3,1,29
1002846,Yes,240.0,iOS,8330.0,1,2,Financial,47.0,2432,3,Yes,14,No,1,0,8
1002847,No,285.0,iOS and Android,42210.0,1,2,Financial,71.0,4771,2,No,19,No,4,2,10
1002848,No,367.0,iOS,37240.0,1,1,Financial,42.0,19161,3,No,15,No,4,0,28
1002849,No,,iOS and Android,14665.0,12,4,Social media,77.0,5087,3,Yes,12,No,3,2,14
1002850,Yes,202.0,iOS,46795.0,22,3,Tour  Travel,58.0,2863,1,No,12,No,1,0,1
1002851,No,262.0,iOS and Android,23870.0,18,4,Medical,71.0,5561,0,No,16,No,4,1,6
1002852,No,210.0,Android,38605.0,16,3,Medical,49.0,2144,1,No,14,No,3,0,5
1002853,No,232.0,Android,34160.0,1,2,Medical,48.0,3065,1,Yes,13,No,4,1,4
1002854,No,270.0,Android,,1,4,Financial,66.0,2810,1,No,22,Yes,2,0,5
1002855,No,255.0,iOS and Android,32795.0,1,3,Social media,32.0,9888,1,No,21,Yes,1,0,14
1002856,No,255.0,iOS and Android,43365.0,13,4,,39.0,8628,1,No,18,No,3,1,9
1002857,No,195.0,iOS and Android,5495.0,1,3,Medical,95.0,2867,0,No,13,No,4,0,8
1002858,No,217.0,iOS and Android,4760.0,1,3,Financial,,5373,0,No,12,No,1,1,6
1002859,No,240.0,Android,40110.0,15,4,Medical,34.0,6667,5,No,18,No,2,1,9
1002860,No,232.0,iOS,39375.0,1,3,Financial,48.0,5003,1,No,21,Yes,2,0,10
1002861,Yes,210.0,iOS and Android,49140.0,17,3,Entertainment,32.0,2367,5,No,12,No,1,1,6
1002862,No,285.0,iOS and Android,49140.0,1,3,Financial,59.0,2858,4,No,14,No,1,0,20
1002863,No,262.0,iOS and Android,42840.0,1,4,Financial,55.0,5204,1,Yes,11,No,4,0,10
1002864,No,202.0,iOS and Android,33390.0,1,3,Social media,44.0,4105,1,No,14,No,1,0,7
1002865,No,240.0,iOS and Android,48055.0,1,4,Financial,56.0,9679,8,No,24,Yes,2,0,8
1002866,Yes,232.0,iOS,,26,4,Social media,63.0,5617,1,Yes,11,No,3,0,10
1002867,Yes,397.0,iOS and Android,40880.0,24,4,Financial,66.0,10448,6,Yes,13,No,2,0,15
1002868,No,405.0,iOS and Android,5425.0,1,2,Financial,67.0,2897,3,No,11,No,3,2,9
1002869,No,247.0,iOS,45605.0,1,2,Financial,36.0,5968,1,No,20,Yes,3,3,9
1002870,No,322.0,iOS and Android,20090.0,11,3,Financial,3.0,7510,1,No,17,No,2,1,10
1002871,No,285.0,iOS,50540.0,1,4,Other,88.0,2991,0,Yes,11,No,2,1,7
1002872,No,412.0,iOS and Android,6615.0,26,4,Tour  Travel,71.0,19636,4,Yes,18,No,1,1,35
1002873,No,232.0,iOS and Android,44660.0,1,1,Medical,59.0,1129,1,Yes,11,No,3,3,1
1002874,No,292.0,iOS and Android,4165.0,15,4,Social media,77.0,13341,0,No,12,No,1,0,21
1002875,No,,Android,11725.0,23,2,Financial,37.0,4332,1,No,12,No,4,0,20
1002876,No,232.0,Android,24395.0,10,3,Medical,40.0,11031,4,No,20,Yes,3,1,13
1002877,No,405.0,iOS and Android,5495.0,10,3,Medical,77.0,4440,6,Yes,19,No,4,0,9
1002878,No,180.0,iOS and Android,26985.0,1,2,Financial,45.0,4617,1,No,12,No,2,0,4
1002879,No,,iOS and Android,19985.0,12,2,Other,78.0,2647,1,No,13,No,3,0,5
1002880,No,300.0,iOS,24220.0,11,3,Entertainment,73.0,6323,1,No,11,No,1,1,10
1002881,No,300.0,iOS and Android,,1,2,Social media,92.0,5677,3,No,14,No,3,1,15
1002882,No,187.0,iOS and Android,,1,3,Tour  Travel,,2187,4,No,14,No,3,0,6
1002883,No,225.0,iOS and Android,31885.0,1,2,Medical,76.0,3748,1,No,13,No,3,0,12
1002884,No,187.0,iOS and Android,34195.0,1,1,Other,57.0,3977,6,Yes,19,No,3,1,7
1002885,No,352.0,iOS and Android,41300.0,25,3,Medical,84.0,8633,2,No,23,Yes,2,0,25
1002886,No,247.0,Android,45955.0,1,2,Medical,59.0,2008,1,No,12,No,3,3,1
1002887,No,285.0,iOS and Android,,1,4,Financial,86.0,4440,0,No,15,No,1,2,16
1002888,No,232.0,iOS and Android,40390.0,1,2,Financial,54.0,3067,0,No,19,No,3,1,3
1002889,No,285.0,iOS,17780.0,1,4,Financial,72.0,5321,2,No,11,No,4,1,10
1002890,No,,iOS and Android,19495.0,18,4,Financial,35.0,5410,6,Yes,17,No,3,1,9
1002891,No,307.0,iOS and Android,22470.0,1,3,Financial,76.0,2782,3,No,22,Yes,1,1,12
1002892,No,352.0,Android,40670.0,1,10,Medical,98.0,11957,0,No,18,No,1,2,14
1002893,No,262.0,iOS and Android,52150.0,11,4,Medical,43.0,2660,7,Yes,11,No,3,1,5
1002894,No,165.0,iOS and Android,20335.0,1,2,Financial,63.0,3375,0,No,12,No,4,0,4
1002895,No,262.0,iOS and Android,,1,4,Medical,48.0,5098,1,No,19,No,2,0,10
1002896,No,247.0,iOS and Android,17535.0,15,2,Medical,95.0,4878,0,Yes,13,No,1,1,10
1002897,No,240.0,iOS and Android,9345.0,29,4,Financial,49.0,2837,1,No,13,No,3,0,6
1002898,No,300.0,iOS and Android,19005.0,1,4,Financial,83.0,2406,8,No,19,No,3,2,8
1002899,No,240.0,iOS and Android,8190.0,1,4,Medical,68.0,2269,0,No,14,No,2,1,3
1002900,No,292.0,iOS and Android,4060.0,24,1,Financial,52.0,4108,7,No,13,No,1,0,18
1002901,No,285.0,iOS and Android,7035.0,10,3,Medical,99.0,13206,3,No,12,No,1,1,20
1002902,No,240.0,iOS and Android,28035.0,1,4,Social media,48.0,10422,1,No,19,No,3,2,14
1002903,No,277.0,iOS and Android,,10,3,Financial,42.0,13744,1,Yes,25,Yes,1,1,16
1002904,No,187.0,iOS and Android,48370.0,1,2,Other,85.0,4907,0,Yes,22,Yes,2,1,6
1002905,No,,Android,20475.0,29,4,Financial,40.0,3482,2,No,15,No,2,2,16
1002906,No,330.0,iOS and Android,36295.0,1,3,Medical,,2436,6,Yes,12,No,3,0,6
1002907,No,157.0,iOS and Android,17535.0,1,1,Medical,58.0,2380,1,Yes,11,No,4,0,2
1002908,No,292.0,Android,3675.0,1,3,Financial,87.0,19431,2,No,13,No,3,0,21
1002909,Yes,,iOS,22330.0,1,3,Social media,33.0,1790,1,No,19,No,1,1,1
1002910,No,270.0,iOS and Android,19495.0,1,3,Medical,94.0,7644,0,No,19,No,3,2,10
1002911,No,270.0,iOS,24080.0,1,2,Financial,97.0,5131,7,No,13,No,2,3,18
1002912,No,,Android,23345.0,1,4,Financial,57.0,6306,1,No,21,Yes,1,1,13
1002913,Yes,217.0,iOS and Android,38220.0,1,4,Medical,36.0,4787,9,Yes,14,No,2,3,4
1002914,No,,iOS and Android,10500.0,1,3,Financial,56.0,18880,5,No,11,No,1,0,24
1002915,Yes,,iOS and Android,10850.0,1,2,Entertainment,72.0,2339,8,No,11,No,4,1,14
1002916,No,307.0,iOS and Android,20370.0,28,4,Financial,60.0,13570,0,No,23,Yes,3,1,21
1002917,No,255.0,iOS and Android,24640.0,28,3,Social media,95.0,6712,1,No,21,Yes,4,2,8
1002918,No,270.0,Android,10535.0,15,4,Social media,88.0,5406,1,No,24,Yes,1,1,15
1002919,No,307.0,iOS and Android,32550.0,1,3,Financial,57.0,8938,2,No,11,No,3,1,14
1002920,No,240.0,iOS and Android,18515.0,1,3,Entertainment,78.0,2439,1,No,14,No,4,0,4
1002921,No,262.0,iOS and Android,40110.0,26,4,Financial,31.0,8837,1,Yes,16,No,3,0,9
1002922,No,285.0,iOS and Android,12075.0,10,2,Financial,100.0,5343,1,No,11,No,3,1,10
1002923,Yes,375.0,iOS,30730.0,1,4,Financial,94.0,6728,7,No,12,No,4,2,12
1002924,No,270.0,iOS and Android,39200.0,11,4,Social media,100.0,6652,4,No,13,No,1,1,8
1002925,No,,iOS and Android,13090.0,20,3,Financial,50.0,4850,8,No,15,No,3,0,8
1002926,No,300.0,iOS and Android,46270.0,1,4,Financial,52.0,2809,2,No,14,No,4,0,8
1002927,No,262.0,iOS,41965.0,18,4,Financial,80.0,5689,1,Yes,14,No,4,2,10
1002928,No,300.0,iOS and Android,41790.0,1,4,Medical,98.0,2001,2,No,14,No,2,3,20
1002929,No,262.0,iOS and Android,10045.0,1,4,Financial,62.0,2977,1,No,12,No,4,1,4
1002930,No,217.0,iOS and Android,,13,2,Other,,4025,4,Yes,13,No,1,1,10
1002931,No,217.0,iOS and Android,16380.0,28,4,Medical,73.0,3785,1,No,14,No,2,0,5
1002932,Yes,375.0,iOS and Android,14350.0,28,3,Social media,39.0,10854,4,Yes,13,No,2,1,20
1002933,No,292.0,iOS and Android,25270.0,24,1,Social media,60.0,12031,0,No,11,No,1,1,21
1002934,No,232.0,Android,11375.0,1,3,Medical,74.0,9936,0,No,19,No,2,0,10
1002935,No,195.0,iOS and Android,40845.0,1,3,Other,3.0,2966,0,No,18,No,4,0,5
1002936,No,270.0,iOS,30940.0,23,2,Medical,41.0,2571,4,No,17,No,3,1,17
1002937,No,292.0,iOS and Android,21455.0,1,1,Medical,42.0,9991,4,No,15,No,1,1,9
